L=64, N=4096, boundary=OBC, seed=24
Training 69 temperatures: [0.1, 0.1109, 0.1217, 0.1325, 0.1432, 0.1538, 0.1643, 0.1747, 0.185, 0.1952, 0.2053, 0.2153, 0.2252, 0.235, 0.2447, 0.2543, 0.2638, 0.2732, 0.2824, 0.2915, 0.3005, 0.3094, 0.3181, 0.3267, 0.3352, 0.3435, 0.3517, 0.3597, 0.3676, 0.3753, 0.3828, 0.3902, 0.3974, 0.4044, 0.4112, 0.4178, 0.4242, 0.4303, 0.4362, 0.4419, 0.4474, 0.4529, 0.4586, 0.4646, 0.4711, 0.478, 0.4854, 0.4933, 0.5018, 0.5108, 0.5204, 0.5307, 0.5417, 0.5535, 0.5661, 0.5797, 0.5944, 0.6103, 0.6276, 0.6466, 0.6675, 0.6907, 0.7167, 0.7462, 0.7801, 0.8199, 0.8677, 0.9274, 1.0]
total_batch_size=2000  →  samples_per_temp=28
Annealing strategy: THREE-PHASE CRITICAL over 15000 steps
  Phase 1 (0-20%):  factor 0.00 -> 0.35 [fast warmup]
  Phase 2 (20-70%): factor 0.35 -> 0.55 [critical wandering β_c≈0.44]
  Phase 3 (70-100%):factor 0.55 -> 1.00 [low-T hardening]
Z2 symmetry: ENABLED (LogProbWrapper)
Hamiltonian: IsingHamiltonian(L=64, n=4096, boundary=OBC)

Model: patched AR, patch_size=2, Z2-symmetric
Parameters: 2,533,456

Optimizer: muon, lr=0.001
Scheduler: warmup(2000) + cosine(eta_min=1e-05)

Starting training...
----------------------------------------------------------------------
Step 10800/20000: annealing=0.5800 [P3:harden], lr=5.22e-04, time=39086.4s
Step 10900/20000: annealing=0.5900 [P3:harden], lr=5.14e-04, time=39445.9s
Step 11000/20000: annealing=0.6000 [P3:harden], lr=5.05e-04, time=39805.4s
Step 11100/20000: annealing=0.6100 [P3:harden], lr=4.96e-04, time=40164.7s
Step 11200/20000: annealing=0.6200 [P3:harden], lr=4.88e-04, time=40524.0s
Step 11300/20000: annealing=0.6300 [P3:harden], lr=4.79e-04, time=40883.8s
Step 11400/20000: annealing=0.6400 [P3:harden], lr=4.70e-04, time=41243.3s
Step 11500/20000: annealing=0.6500 [P3:harden], lr=4.62e-04, time=41602.7s
Step 11600/20000: annealing=0.6600 [P3:harden], lr=4.53e-04, time=41962.2s
Step 11700/20000: annealing=0.6700 [P3:harden], lr=4.45e-04, time=42321.9s
Step 11800/20000: annealing=0.6800 [P3:harden], lr=4.36e-04, time=42681.5s
Step 11900/20000: annealing=0.6900 [P3:harden], lr=4.28e-04, time=43041.0s
Step 12000/20000: annealing=0.7000 [P3:harden], lr=4.19e-04, time=43400.5s
Step 12100/20000: annealing=0.7100 [P3:harden], lr=4.11e-04, time=43759.9s
Step 12200/20000: annealing=0.7200 [P3:harden], lr=4.02e-04, time=44119.3s
Step 12300/20000: annealing=0.7300 [P3:harden], lr=3.94e-04, time=44478.8s
Step 12400/20000: annealing=0.7400 [P3:harden], lr=3.85e-04, time=44838.6s
Step 12500/20000: annealing=0.7500 [P3:harden], lr=3.77e-04, time=45198.2s
Step 12600/20000: annealing=0.7600 [P3:harden], lr=3.69e-04, time=45557.8s
Step 12700/20000: annealing=0.7700 [P3:harden], lr=3.60e-04, time=45917.4s
Step 12800/20000: annealing=0.7800 [P3:harden], lr=3.52e-04, time=46277.0s
Step 12900/20000: annealing=0.7900 [P3:harden], lr=3.44e-04, time=46636.6s
Step 13000/20000: annealing=0.8000 [P3:harden], lr=3.36e-04, time=46996.2s
Step 13100/20000: annealing=0.8100 [P3:harden], lr=3.28e-04, time=47355.8s
Step 13200/20000: annealing=0.8200 [P3:harden], lr=3.20e-04, time=47715.4s
Step 13300/20000: annealing=0.8300 [P3:harden], lr=3.12e-04, time=48075.1s
Step 13400/20000: annealing=0.8400 [P3:harden], lr=3.04e-04, time=48434.8s
Step 13500/20000: annealing=0.8500 [P3:harden], lr=2.96e-04, time=48794.5s
Step 13600/20000: annealing=0.8600 [P3:harden], lr=2.88e-04, time=49154.4s
Step 13700/20000: annealing=0.8700 [P3:harden], lr=2.80e-04, time=49514.4s
Step 13800/20000: annealing=0.8800 [P3:harden], lr=2.73e-04, time=49874.3s
Step 13900/20000: annealing=0.8900 [P3:harden], lr=2.65e-04, time=50234.3s
Step 14000/20000: annealing=0.9000 [P3:harden], lr=2.57e-04, time=50594.7s
Step 14100/20000: annealing=0.9100 [P3:harden], lr=2.50e-04, time=50954.7s
Step 14200/20000: annealing=0.9200 [P3:harden], lr=2.43e-04, time=51314.7s
Step 14300/20000: annealing=0.9300 [P3:harden], lr=2.35e-04, time=51674.9s
Step 14400/20000: annealing=0.9400 [P3:harden], lr=2.28e-04, time=52035.3s
Step 14500/20000: annealing=0.9500 [P3:harden], lr=2.21e-04, time=52395.3s
Step 14600/20000: annealing=0.9600 [P3:harden], lr=2.14e-04, time=52755.5s
Step 14700/20000: annealing=0.9700 [P3:harden], lr=2.07e-04, time=53115.6s
Step 14800/20000: annealing=0.9800 [P3:harden], lr=2.00e-04, time=53475.7s
Step 14900/20000: annealing=0.9900 [P3:harden], lr=1.93e-04, time=53835.7s
Step 15000/20000: annealing=1.0000 [done], lr=1.87e-04, time=54195.8s
Step 15100/20000: annealing=1.0000 [done], lr=1.80e-04, time=54556.8s
Step 15200/20000: annealing=1.0000 [done], lr=1.74e-04, time=54917.2s
Step 15300/20000: annealing=1.0000 [done], lr=1.67e-04, time=55277.5s
Step 15400/20000: annealing=1.0000 [done], lr=1.61e-04, time=55637.8s
Step 15500/20000: annealing=1.0000 [done], lr=1.55e-04, time=55997.9s
Step 15600/20000: annealing=1.0000 [done], lr=1.49e-04, time=56358.0s
Step 15700/20000: annealing=1.0000 [done], lr=1.43e-04, time=56718.1s
Step 15800/20000: annealing=1.0000 [done], lr=1.37e-04, time=57078.3s
Step 15900/20000: annealing=1.0000 [done], lr=1.31e-04, time=57438.5s
Step 16000/20000: annealing=1.0000 [done], lr=1.26e-04, time=57799.0s
